Wavenumber,Intensity
3999.706,1.614875
4001.634,1.616247
4003.563,1.616736
4005.491,1.615866
4007.42,1.615753
4009.348,1.609429
4011.277,1.607186
4013.205,1.603595
4015.134,1.59527
4017.062,1.588985
4018.991,1.584196
4020.919,1.579656
4022.848,1.578197
4024.776,1.582847
4026.705,1.588448
4028.633,1.58741
4030.562,1.585767
4032.49,1.588621
4034.419,1.592222
4036.347,1.590944
4038.276,1.587174
4040.204,1.584995
4042.133,1.584262
4044.061,1.584541
4045.99,1.58264
4047.918,1.582679
4049.847,1.580772
4051.775,1.583041
4053.704,1.583144
4055.632,1.582318
4057.561,1.58372
4059.489,1.582363
4061.418,1.579649
4063.346,1.580976
4065.275,1.583171
4067.203,1.582889
4069.132,1.575033
4071.06,1.573027
4072.989,1.574258
4074.917,1.57591
4076.846,1.576154
4078.774,1.571358
4080.703,1.568749
4082.631,1.567973
4084.56,1.569388
4086.488,1.567728
4088.417,1.564265
4090.345,1.562022
4092.274,1.557715
4094.202,1.555947
4096.131,1.554854
4098.059,1.555168
4099.988,1.556893
4101.916,1.559596
4103.845,1.561903
4105.773,1.561384
4107.702,1.560316
4109.63,1.559559
4111.559,1.563803
4113.487,1.56401
4115.416,1.562928
4117.344,1.563536
4119.273,1.561673
4121.201,1.564826
4123.13,1.568259
4125.058,1.568911
4126.987,1.565712
4128.915,1.563946
4130.844,1.565666
4132.772,1.564881
4134.701,1.563425
4136.629,1.563299
4138.558,1.565577
4140.486,1.56608
4142.415,1.5661
4144.343,1.565842
4146.271,1.566679
4148.2,1.567104
4150.129,1.564842
4152.057,1.565805
4153.986,1.569369
4155.914,1.567838
4157.843,1.565551
4159.771,1.568738
4161.7,1.572908
4163.628,1.570609
4165.557,1.570077
4167.485,1.568761
4169.414,1.569164
4171.342,1.569578
4173.271,1.570917
4175.199,1.572079
4177.127,1.573187
4179.056,1.573214
4180.985,1.573191
4182.913,1.575572
4184.842,1.57791
4186.77,1.577697
4188.699,1.573664
4190.627,1.575991
4192.556,1.578276
4194.484,1.580709
4196.413,1.58203
4198.341,1.586671
4200.27,1.58977
4202.198,1.593773
4204.126,1.596228
4206.055,1.598736
4207.983,1.600631
4209.912,1.603896
4211.841,1.605637
4213.769,1.605247
4215.698,1.607125
4217.626,1.607439
4219.555,1.609128
4221.483,1.610939
4223.412,1.611238
4225.34,1.615569
4227.269,1.620763
4229.197,1.621494
4231.125,1.622654
4233.054,1.624697
4234.982,1.625656
4236.911,1.6239
4238.84,1.620071
4240.768,1.618822
4242.697,1.61514
4244.625,1.605711
4246.554,1.597821
4248.482,1.595977
4250.411,1.595124
4252.339,1.595702
4254.268,1.600572
4256.196,1.607214
4258.125,1.613138
4260.053,1.618325
4261.981,1.625476
4263.91,1.63705
4265.838,1.641193
4267.767,1.642929
4269.696,1.645093
4271.624,1.645377
4273.553,1.645478
4275.481,1.649295
4277.41,1.652782
4279.338,1.65594
4281.267,1.657543
4283.195,1.655068
4285.124,1.653946
4287.052,1.659458
4288.98,1.664896
4290.909,1.667891
4292.837,1.667305
4294.766,1.672724
4296.694,1.674896
4298.623,1.672441
4300.552,1.668763
4302.48,1.662409
4304.409,1.656738
4306.337,1.653653
4308.266,1.648048
4310.194,1.639795
4312.123,1.63323
4314.051,1.621941
4315.979,1.611904
4317.908,1.60672
4319.836,1.602432
4321.765,1.600682
4323.693,1.598362
4325.622,1.601112
4327.551,1.604845
4329.479,1.609097
4331.408,1.614099
4333.336,1.617293
4335.265,1.61944
4337.193,1.62036
4339.122,1.622618
4341.05,1.626726
4342.979,1.630518
4344.907,1.634357
4346.835,1.644042
4348.764,1.652007
4350.692,1.655822
4352.621,1.659819
4354.549,1.670233
4356.478,1.674613
4358.407,1.6771
4360.335,1.682554
4362.264,1.688004
4364.192,1.691959
4366.121,1.692875
4368.049,1.694789
4369.978,1.694402
4371.906,1.699724
4373.834,1.709109
4375.763,1.713742
4377.691,1.715474
4379.62,1.719666
4381.548,1.731864
4383.477,1.742091
4385.405,1.742573
4387.334,1.748406
4389.263,1.756887
4391.191,1.764903
4393.12,1.774527
4395.048,1.786514
4396.977,1.793683
4398.905,1.802809
4400.833,1.818187
4402.762,1.832834
4404.69,1.845343
4406.619,1.862332
4408.547,1.879151
4410.476,1.896285
4412.404,1.914143
4414.333,1.933378
4416.262,1.94558
4418.19,1.958708
4420.119,1.972742
4422.047,1.987959
4423.976,2.006247
4425.904,2.021286
4427.833,2.031002
4429.761,2.041736
4431.689,2.05212
4433.618,2.061902
4435.546,2.074959
4437.475,2.087421
4439.403,2.098183
4441.332,2.111522
4443.26,2.127006
4445.189,2.139661
4447.117,2.158511
4449.046,2.179012
4450.975,2.199791
4452.903,2.219186
4454.832,2.238804
4456.76,2.259312
4458.688,2.277257
4460.617,2.293608
4462.545,2.312881
