Wavenumber,Intensity
3999.706,2.661955
4001.634,2.659714
4003.563,2.656429
4005.491,2.654446
4007.42,2.660176
4009.348,2.666082
4011.277,2.666067
4013.205,2.663852
4015.134,2.66475
4017.062,2.669337
4018.991,2.670461
4020.919,2.670059
4022.848,2.672133
4024.776,2.673244
4026.705,2.674097
4028.633,2.676533
4030.562,2.674176
4032.49,2.675968
4034.419,2.678621
4036.347,2.675715
4038.276,2.67314
4040.204,2.678992
4042.133,2.681654
4044.061,2.682659
4045.99,2.684823
4047.918,2.685832
4049.847,2.686776
4051.775,2.686783
4053.704,2.68564
4055.632,2.68679
4057.561,2.688807
4059.489,2.685123
4061.418,2.686522
4063.346,2.690807
4065.275,2.688226
4067.203,2.687019
4069.132,2.690917
4071.06,2.694694
4072.989,2.694463
4074.917,2.696448
4076.846,2.697959
4078.774,2.70202
4080.703,2.699819
4082.631,2.694642
4084.56,2.692354
4086.488,2.692413
4088.417,2.692931
4090.345,2.695495
4092.274,2.700939
4094.202,2.7004
4096.131,2.697264
4098.059,2.697893
4099.988,2.699659
4101.916,2.705548
4103.845,2.707309
4105.773,2.705385
4107.702,2.702175
4109.63,2.70432
4111.559,2.702923
4113.487,2.702417
4115.416,2.706244
4117.344,2.709608
4119.273,2.709109
4121.201,2.705681
4123.13,2.70541
4125.058,2.702783
4126.987,2.707783
4128.915,2.712009
4130.844,2.708183
4132.772,2.709819
4134.701,2.710686
4136.629,2.705937
4138.558,2.707397
4140.486,2.710724
4142.415,2.712648
4144.343,2.708723
4146.271,2.70511
4148.2,2.711066
4150.129,2.714857
4152.057,2.716611
4153.986,2.712876
4155.914,2.715356
4157.843,2.717604
4159.771,2.714616
4161.7,2.716339
4163.628,2.719894
4165.557,2.718958
4167.485,2.719471
4169.414,2.721997
4171.342,2.723631
4173.271,2.726942
4175.199,2.729434
4177.127,2.732549
4179.056,2.732499
4180.985,2.733293
4182.913,2.735974
4184.842,2.73903
4186.77,2.740134
4188.699,2.740146
4190.627,2.739808
4192.556,2.739105
4194.484,2.746683
4196.413,2.750237
4198.341,2.744891
4200.27,2.746999
4202.198,2.750248
4204.126,2.756581
4206.055,2.757602
4207.983,2.761233
4209.912,2.767394
4211.841,2.769997
4213.769,2.767857
4215.698,2.771698
4217.626,2.774703
4219.555,2.774468
4221.483,2.777071
4223.412,2.779992
4225.34,2.781476
4227.269,2.780258
4229.197,2.781462
4231.125,2.784206
4233.054,2.783303
4234.982,2.787324
4236.911,2.793308
4238.84,2.792033
4240.768,2.787522
4242.697,2.787215
4244.625,2.787247
4246.554,2.788082
4248.482,2.785132
4250.411,2.7821
4252.339,2.782151
4254.268,2.785727
4256.196,2.789284
4258.125,2.793757
4260.053,2.799673
4261.981,2.802534
4263.91,2.803311
4265.838,2.804518
4267.767,2.805337
4269.696,2.80599
4271.624,2.809773
4273.553,2.812157
4275.481,2.812252
4277.41,2.81317
4279.338,2.81263
4281.267,2.81498
4283.195,2.817001
4285.124,2.819631
4287.052,2.818836
4288.98,2.818839
4290.909,2.821923
4292.837,2.821922
4294.766,2.822203
4296.694,2.825351
