Wavenumber,Intensity
3999.706,4.076315
4001.634,4.075627
4003.563,4.074627
4005.491,4.078495
4007.42,4.085066
4009.348,4.087171
4011.277,4.086904
4013.205,4.087417
4015.134,4.086137
4017.062,4.09032
4018.991,4.093284
4020.919,4.094006
4022.848,4.095705
4024.776,4.100935
4026.705,4.10079
4028.633,4.09974
4030.562,4.099295
4032.49,4.101659
4034.419,4.103158
4036.347,4.103672
4038.276,4.104972
4040.204,4.10769
4042.133,4.111592
4044.061,4.112996
4045.99,4.112231
4047.918,4.112856
4049.847,4.115116
4051.775,4.11854
4053.704,4.120183
4055.632,4.122161
4057.561,4.119576
4059.489,4.117663
4061.418,4.119557
4063.346,4.124348
4065.275,4.128242
4067.203,4.127965
4069.132,4.12404
4071.06,4.125754
4072.989,4.127214
4074.917,4.130366
4076.846,4.131517
4078.774,4.132939
4080.703,4.134784
4082.631,4.134216
4084.56,4.137751
4086.488,4.141949
4088.417,4.142047
4090.345,4.140945
4092.274,4.141778
4094.202,4.145325
4096.131,4.142826
4098.059,4.141606
4099.988,4.141644
4101.916,4.145572
4103.845,4.149227
4105.773,4.148516
4107.702,4.146129
4109.63,4.144767
4111.559,4.14421
4113.487,4.144787
4115.416,4.148448
4117.344,4.145921
4119.273,4.141804
4121.201,4.145913
4123.13,4.151819
4125.058,4.154961
4126.987,4.150307
4128.915,4.148787
4130.844,4.152172
4132.772,4.152549
4134.701,4.151926
4136.629,4.15319
4138.558,4.154824
4140.486,4.155768
4142.415,4.158125
4144.343,4.158165
4146.271,4.156573
4148.2,4.154983
4150.129,4.153952
4152.057,4.156841
4153.986,4.160972
4155.914,4.162243
4157.843,4.160363
4159.771,4.159837
4161.7,4.16479
4163.628,4.162957
4165.557,4.160547
4167.485,4.164141
4169.414,4.167571
4171.342,4.170109
4173.271,4.172312
4175.199,4.172966
4177.127,4.175971
4179.056,4.178838
4180.985,4.178808
4182.913,4.18423
4184.842,4.18684
4186.77,4.187546
4188.699,4.189376
4190.627,4.195783
4192.556,4.201444
4194.484,4.202186
4196.413,4.201231
4198.341,4.205963
4200.27,4.211665
4202.198,4.217734
4204.126,4.2192
4206.055,4.221351
4207.983,4.224697
4209.912,4.22956
4211.841,4.232538
4213.769,4.236105
4215.698,4.23807
4217.626,4.23842
4219.555,4.243021
4221.483,4.245298
4223.412,4.247673
4225.34,4.251282
4227.269,4.250791
4229.197,4.252878
4231.125,4.253726
4233.054,4.257763
4234.982,4.259522
4236.911,4.260905
4238.84,4.264536
4240.768,4.267964
4242.697,4.270519
4244.625,4.269274
4246.554,4.266488
4248.482,4.26966
4250.411,4.272584
4252.339,4.272275
4254.268,4.271195
4256.196,4.274511
4258.125,4.273842
4260.053,4.275138
4261.981,4.279802
4263.91,4.286816
4265.838,4.289795
4267.767,4.291684
4269.696,4.292982
4271.624,4.290937
4273.553,4.288843
4275.481,4.289528
4277.41,4.290676
4279.338,4.29305
4281.267,4.295667
4283.195,4.297356
4285.124,4.29936
4287.052,4.299373
4288.98,4.301008
4290.909,4.30515
4292.837,4.303852
4294.766,4.303696
4296.694,4.3046
4298.623,4.30545
4300.552,4.304237
4302.48,4.303637
4304.409,4.304756
4306.337,4.304037
4308.266,4.303305
4310.194,4.306608
4312.123,4.309376
4314.051,4.310524
