Wavenumber,Intensity
3999.706,2.028281
4001.634,2.022758
4003.563,2.022373
4005.491,2.021964
4007.42,2.023978
4009.348,2.025207
4011.277,2.023976
4013.205,2.022562
4015.134,2.019369
4017.062,2.02127
4018.991,2.021759
4020.919,2.024773
4022.848,2.025707
4024.776,2.025859
4026.705,2.024838
4028.633,2.024238
4030.562,2.026427
4032.49,2.032904
4034.419,2.031549
4036.347,2.02691
4038.276,2.025574
4040.204,2.028899
4042.133,2.029183
4044.061,2.030569
4045.99,2.032981
4047.918,2.030872
4049.847,2.033941
4051.775,2.038405
4053.704,2.038144
4055.632,2.037333
4057.561,2.035058
4059.489,2.032094
4061.418,2.035523
4063.346,2.038013
4065.275,2.038109
4067.203,2.036743
4069.132,2.034971
4071.06,2.034889
4072.989,2.034291
4074.917,2.035203
4076.846,2.038645
4078.774,2.040547
4080.703,2.039052
4082.631,2.03622
4084.56,2.033356
4086.488,2.031493
4088.417,2.033456
4090.345,2.033409
4092.274,2.036158
4094.202,2.036539
4096.131,2.035601
4098.059,2.035951
4099.988,2.036837
4101.916,2.037393
4103.845,2.037129
4105.773,2.036941
4107.702,2.035108
4109.63,2.034387
4111.559,2.038431
4113.487,2.038149
4115.416,2.039326
4117.344,2.040268
4119.273,2.038911
4121.201,2.039263
4123.13,2.04076
4125.058,2.040162
4126.987,2.040799
4128.915,2.042727
4130.844,2.041509
4132.772,2.04044
4134.701,2.041249
4136.629,2.039604
4138.558,2.040841
4140.486,2.041167
4142.415,2.041319
4144.343,2.04115
4146.271,2.040046
4148.2,2.039637
4150.129,2.038473
4152.057,2.040829
4153.986,2.042518
4155.914,2.044554
4157.843,2.044179
4159.771,2.041106
4161.7,2.041022
4163.628,2.043544
4165.557,2.046014
4167.485,2.048738
4169.414,2.048634
4171.342,2.047683
4173.271,2.048853
4175.199,2.053195
4177.127,2.05698
4179.056,2.054332
4180.985,2.056662
4182.913,2.054859
4184.842,2.052104
4186.77,2.055212
4188.699,2.059715
4190.627,2.059017
4192.556,2.057217
4194.484,2.063777
4196.413,2.067094
4198.341,2.06463
4200.27,2.066041
4202.198,2.068932
4204.126,2.072569
4206.055,2.072784
4207.983,2.072111
4209.912,2.075863
4211.841,2.076452
4213.769,2.075971
4215.698,2.080222
4217.626,2.084531
4219.555,2.083879
4221.483,2.084159
4223.412,2.087164
4225.34,2.08765
4227.269,2.084465
4229.197,2.086662
4231.125,2.093173
4233.054,2.09484
4234.982,2.09524
4236.911,2.098326
4238.84,2.09794
4240.768,2.09378
4242.697,2.093527
4244.625,2.091954
4246.554,2.092305
4248.482,2.092509
