Wavenumber,Intensity
3999.706,3.297653
4001.634,3.301521
4003.563,3.29866
4005.491,3.300513
4007.42,3.308035
4009.348,3.307197
4011.277,3.30285
4013.205,3.303805
4015.134,3.306251
4017.062,3.309868
4018.991,3.31223
4020.919,3.313298
4022.848,3.312279
4024.776,3.31182
4026.705,3.315172
4028.633,3.31511
4030.562,3.313242
4032.49,3.315766
4034.419,3.321582
4036.347,3.322264
4038.276,3.318344
4040.204,3.31954
4042.133,3.323707
4044.061,3.322873
4045.99,3.321106
4047.918,3.324579
4049.847,3.329194
4051.775,3.331779
4053.704,3.329686
4055.632,3.328408
4057.561,3.326023
4059.489,3.324496
4061.418,3.329243
4063.346,3.333549
4065.275,3.332991
4067.203,3.337176
4069.132,3.33632
4071.06,3.333141
4072.989,3.333261
4074.917,3.34091
4076.846,3.342042
4078.774,3.341165
4080.703,3.343613
4082.631,3.341196
4084.56,3.342778
4086.488,3.346404
4088.417,3.346001
4090.345,3.344897
4092.274,3.34408
4094.202,3.345286
4096.131,3.346146
4098.059,3.346608
4099.988,3.344292
4101.916,3.344868
4103.845,3.347003
4105.773,3.34683
4107.702,3.346093
4109.63,3.346603
4111.559,3.349724
4113.487,3.351598
4115.416,3.352229
4117.344,3.35315
4119.273,3.348947
4121.201,3.350126
4123.13,3.353098
4125.058,3.356582
4126.987,3.355479
4128.915,3.354478
4130.844,3.355079
4132.772,3.355854
4134.701,3.355841
4136.629,3.356524
4138.558,3.358038
4140.486,3.356265
4142.415,3.356797
4144.343,3.359305
4146.271,3.359195
4148.2,3.359769
4150.129,3.358181
4152.057,3.361189
4153.986,3.363706
4155.914,3.362601
4157.843,3.361524
4159.771,3.363328
4161.7,3.364346
4163.628,3.362527
4165.557,3.359282
4167.485,3.360166
4169.414,3.361212
4171.342,3.367531
4173.271,3.372849
4175.199,3.372026
4177.127,3.37351
4179.056,3.377397
4180.985,3.378084
4182.913,3.37915
4184.842,3.379797
4186.77,3.382145
4188.699,3.383162
4190.627,3.386023
4192.556,3.389606
4194.484,3.390112
4196.413,3.393349
4198.341,3.39939
4200.27,3.39953
4202.198,3.400042
4204.126,3.402973
4206.055,3.405669
4207.983,3.407519
4209.912,3.413312
4211.841,3.418321
4213.769,3.417471
4215.698,3.418608
4217.626,3.418194
4219.555,3.420573
4221.483,3.424114
4223.412,3.425133
4225.34,3.42769
4227.269,3.430789
4229.197,3.43487
4231.125,3.435199
4233.054,3.434838
4234.982,3.435988
4236.911,3.43848
4238.84,3.437595
4240.768,3.440364
4242.697,3.44408
4244.625,3.440721
4246.554,3.4344
4248.482,3.436857
4250.411,3.439594
4252.339,3.439305
4254.268,3.439557
4256.196,3.44106
4258.125,3.443452
4260.053,3.44432
4261.981,3.448977
4263.91,3.455214
4265.838,3.457194
4267.767,3.458886
4269.696,3.459299
4271.624,3.457787
4273.553,3.45945
4275.481,3.462377
4277.41,3.46368
4279.338,3.466039
4281.267,3.468427
4283.195,3.465276
4285.124,3.464768
4287.052,3.467809
4288.98,3.469068
4290.909,3.472605
4292.837,3.471246
4294.766,3.472855
4296.694,3.474422
4298.623,3.47467
4300.552,3.474115
4302.48,3.474234
4304.409,3.470053
4306.337,3.466077
4308.266,3.466326
4310.194,3.470415
4312.123,3.474296
4314.051,3.47042
4315.979,3.464046
4317.908,3.464802
4319.836,3.45966
4321.765,3.455472
4323.693,3.458188
4325.622,3.458491
4327.551,3.458317
4329.479,3.462492
4331.408,3.464737
4333.336,3.466856
4335.265,3.470339
4337.193,3.470895
4339.122,3.470315
4341.05,3.469975
4342.979,3.472986
4344.907,3.475466
4346.835,3.478122
4348.764,3.480153
4350.692,3.479251
4352.621,3.476921
4354.549,3.480221
4356.478,3.481295
4358.407,3.48142
4360.335,3.482807
4362.264,3.481852
4364.192,3.485901
4366.121,3.483871
4368.049,3.482893
4369.978,3.483521
4371.906,3.48332
4373.834,3.48187
4375.763,3.481331
4377.691,3.482106
4379.62,3.48279
4381.548,3.486609
4383.477,3.486312
4385.405,3.482299
4387.334,3.482432
4389.263,3.485399
4391.191,3.487627
4393.12,3.490399
4395.048,3.491976
4396.977,3.490171
4398.905,3.489396
4400.833,3.491899
4402.762,3.494348
4404.69,3.496431
4406.619,3.500955
4408.547,3.501359
4410.476,3.502291
4412.404,3.506429
4414.333,3.515185
4416.262,3.519195
4418.19,3.523878
4420.119,3.528376
4422.047,3.536875
4423.976,3.547167
4425.904,3.557314
4427.833,3.564704
4429.761,3.570001
4431.689,3.579609
4433.618,3.592339
4435.546,3.603984
4437.475,3.614424
4439.403,3.625525
4441.332,3.636881
4443.26,3.650755
4445.189,3.663524
4447.117,3.678726
4449.046,3.694215
4450.975,3.70901
4452.903,3.722357
4454.832,3.735847
4456.76,3.754334
4458.688,3.769691
4460.617,3.783874
4462.545,3.801105
4464.474,3.816215
4466.402,3.830504
4468.331,3.845863
4470.259,3.862458
4472.188,3.87491
4474.116,3.88664
4476.045,3.902174
4477.974,3.918969
4479.902,3.935428
4481.831,3.94951
4483.759,3.963623
4485.688,3.97739
4487.616,3.993937
4489.544,4.0107
4491.473,4.025895
4493.401,4.0452
4495.33,4.064441
4497.258,4.078463
4499.187,4.09306
4501.115,4.111773
4503.044,4.131497
4504.972,4.150943
4506.901,4.167696
4508.83,4.183303
4510.758,4.203087
4512.687,4.223357
4514.615,4.239202
4516.543,4.25475
4518.472,4.273185
4520.4,4.293108
4522.329,4.311643
4524.257,4.330377
4526.186,4.348796
4528.114,4.364766
4530.043,4.382299
4531.971,4.401148
4533.9,4.418871
4535.828,4.441848
4537.757,4.463309
4539.686,4.482238
4541.614,4.497725
4543.542,4.518021
4545.471,4.538064
4547.399,4.560275
4549.328,4.580633
4551.256,4.601321
4553.185,4.621275
4555.113,4.645349
4557.042,4.667587
4558.97,4.687513
4560.899,4.708047
4562.827,4.728414
4564.756,4.751224
4566.685,4.767154
4568.613,4.784506
4570.542,4.801097
4572.47,4.815998
4574.398,4.833283
4576.327,4.848963
4578.255,4.861013
4580.184,4.87384
4582.112,4.889127
4584.041,4.905083
4585.969,4.916732
4587.898,4.927077
4589.826,4.94199
4591.755,4.954762
4593.683,4.963681
4595.612,4.972065
4597.54,4.983312
4599.469,4.992519
4601.397,5.000424
4603.326,5.007918
4605.254,5.020117
4607.183,5.029792
4609.111,5.034742
4611.04,5.04049
4612.968,5.048478
4614.897,5.055117
4616.825,5.066466
4618.754,5.077426
4620.682,5.085471
4622.611,5.095705
4624.539,5.106184
4626.468,5.115178
4628.396,5.122852
4630.325,5.12965
4632.253,5.136188
4634.182,5.142139
4636.11,5.145939
4638.039,5.150964
4639.967,5.156392
4641.896,5.154927
4643.824,5.156096
4645.753,5.159231
4647.681,5.159191
4649.61,5.15801
4651.538,5.152487
4653.467,5.144822
4655.396,5.134425
4657.324,5.121498
4659.252,5.105722
4661.181,5.087207
4663.109,5.071555
4665.038,5.061418
4666.966,5.058321
4668.895,5.066264
4670.823,5.079717
4672.752,5.096857
4674.68,5.119164
4676.609,5.146506
4678.537,5.166726
4680.466,5.185186
4682.394,5.20188
4684.323,5.216614
4686.251,5.227908
4688.18,5.237281
4690.108,5.243248
4692.037,5.248953
4693.965,5.250238
4695.894,5.252195
4697.822,5.259314
4699.751,5.257245
4701.679,5.252352
4703.608,5.25298
4705.536,5.253361
4707.465,5.249781
4709.393,5.243811
4711.322,5.240768
4713.25,5.234067
4715.179,5.226128
4717.107,5.219048
4719.036,5.21049
4720.964,5.198998
4722.893,5.187496
4724.821,5.177923
4726.75,5.170175
4728.678,5.162024
4730.606,5.155272
4732.535,5.149282
4734.464,5.146924
4736.392,5.141659
4738.321,5.1414
4740.249,5.140823
4742.178,5.131761
4744.106,5.123617
4746.035,5.120504
4747.963,5.116556
4749.892,5.111765
4751.82,5.10359
4753.749,5.09608
4755.677,5.088974
4757.605,5.082972
4759.534,5.074228
4761.463,5.062988
4763.391,5.052501
4765.32,5.041121
4767.248,5.029788
4769.177,5.016634
4771.105,4.998199
4773.034,4.982803
4774.962,4.969197
4776.891,4.96013
4778.819,4.952076
4780.748,4.945752
4782.676,4.939708
4784.604,4.934734
4786.533,4.933783
4788.462,4.92954
4790.39,4.925208
4792.319,4.921081
4794.247,4.913905
4796.176,4.908119
4798.104,4.906542
4800.033,4.899334
4801.961,4.890156
4803.89,4.880784
4805.818,4.871047
4807.747,4.862471
4809.675,4.851194
4811.604,4.838042
4813.532,4.823623
4815.46,4.809118
4817.389,4.794132
4819.317,4.782429
4821.246,4.770249
4823.175,4.756126
4825.103,4.746558
4827.032,4.738679
4828.96,4.725768
4830.889,4.715712
4832.817,4.704351
