Wavenumber,Intensity
3999.706,4.617314
4001.634,4.616353
4003.563,4.615879
4005.491,4.615256
4007.42,4.621629
4009.348,4.625727
4011.277,4.619336
4013.205,4.607534
4015.134,4.601083
4017.062,4.603063
4018.991,4.603499
4020.919,4.60586
4022.848,4.609033
4024.776,4.614034
4026.705,4.61636
4028.633,4.618024
4030.562,4.618521
4032.49,4.6218
4034.419,4.622512
4036.347,4.621302
4038.276,4.620139
4040.204,4.624021
4042.133,4.626852
4044.061,4.633523
4045.99,4.635558
4047.918,4.629866
4049.847,4.631934
4051.775,4.635014
4053.704,4.636569
4055.632,4.637383
4057.561,4.638342
4059.489,4.636631
4061.418,4.637084
4063.346,4.64452
4065.275,4.645417
4067.203,4.640808
4069.132,4.63998
4071.06,4.644098
4072.989,4.644887
4074.917,4.645468
4076.846,4.649094
4078.774,4.651003
4080.703,4.648867
4082.631,4.646474
4084.56,4.645375
4086.488,4.645164
4088.417,4.645289
4090.345,4.642811
4092.274,4.644739
4094.202,4.649073
4096.131,4.645937
4098.059,4.642232
4099.988,4.64322
4101.916,4.651608
4103.845,4.652557
4105.773,4.649835
4107.702,4.648989
4109.63,4.653481
4111.559,4.655434
4113.487,4.655947
4115.416,4.657578
4117.344,4.660492
4119.273,4.657613
4121.201,4.656825
4123.13,4.658603
4125.058,4.658942
4126.987,4.659269
4128.915,4.658601
4130.844,4.657305
4132.772,4.659816
4134.701,4.661477
4136.629,4.659354
4138.558,4.659581
4140.486,4.663601
4142.415,4.662485
4144.343,4.659761
4146.271,4.659424
4148.2,4.663285
4150.129,4.664803
4152.057,4.668093
4153.986,4.669636
4155.914,4.67193
4157.843,4.671425
4159.771,4.667104
4161.7,4.666965
4163.628,4.671366
4165.557,4.676701
4167.485,4.680585
4169.414,4.680264
4171.342,4.680612
4173.271,4.681652
4175.199,4.684421
4177.127,4.689405
4179.056,4.691958
4180.985,4.695518
4182.913,4.693923
4184.842,4.695283
4186.77,4.698774
4188.699,4.701762
4190.627,4.705413
4192.556,4.706026
4194.484,4.71276
4196.413,4.71862
4198.341,4.720076
4200.27,4.725557
4202.198,4.733047
4204.126,4.738624
4206.055,4.740346
4207.983,4.743201
4209.912,4.747241
4211.841,4.75062
4213.769,4.753741
4215.698,4.757671
4217.626,4.760366
4219.555,4.761511
4221.483,4.765312
4223.412,4.767702
4225.34,4.770018
4227.269,4.771507
4229.197,4.777403
4231.125,4.78364
4233.054,4.785019
4234.982,4.78607
4236.911,4.790396
4238.84,4.790114
4240.768,4.786797
4242.697,4.787925
4244.625,4.786738
4246.554,4.787921
4248.482,4.787228
4250.411,4.783566
4252.339,4.785163
4254.268,4.78915
4256.196,4.79248
4258.125,4.798229
4260.053,4.803577
4261.981,4.807898
4263.91,4.813129
4265.838,4.817909
4267.767,4.820307
4269.696,4.821465
4271.624,4.826155
4273.553,4.830024
4275.481,4.831046
4277.41,4.830895
4279.338,4.831351
4281.267,4.834841
4283.195,4.838291
4285.124,4.842085
4287.052,4.841866
4288.98,4.842201
4290.909,4.847195
4292.837,4.850007
4294.766,4.84948
4296.694,4.853691
4298.623,4.854547
4300.552,4.853667
4302.48,4.852495
4304.409,4.852526
4306.337,4.849166
4308.266,4.842805
4310.194,4.837332
4312.123,4.83451
4314.051,4.83072
4315.979,4.82818
4317.908,4.826564
4319.836,4.822255
4321.765,4.818808
4323.693,4.818944
4325.622,4.821185
4327.551,4.820629
4329.479,4.822291
4331.408,4.823316
4333.336,4.826023
4335.265,4.828554
4337.193,4.830507
4339.122,4.83311
4341.05,4.833548
4342.979,4.835161
4344.907,4.838109
4346.835,4.839206
4348.764,4.843413
4350.692,4.848317
4352.621,4.856726
4354.549,4.86068
4356.478,4.862552
4358.407,4.865261
4360.335,4.869357
4362.264,4.872454
4364.192,4.873435
4366.121,4.875831
4368.049,4.882241
4369.978,4.886676
4371.906,4.890378
4373.834,4.898768
4375.763,4.903358
4377.691,4.906064
4379.62,4.909285
4381.548,4.919417
4383.477,4.925465
4385.405,4.930792
4387.334,4.942639
4389.263,4.955886
4391.191,4.968401
4393.12,4.980959
4395.048,4.994925
4396.977,5.007489
4398.905,5.024808
4400.833,5.041776
4402.762,5.059817
4404.69,5.081703
4406.619,5.106022
4408.547,5.130184
4410.476,5.153257
4412.404,5.177324
4414.333,5.199046
4416.262,5.217409
4418.19,5.23771
4420.119,5.256492
4422.047,5.274365
4423.976,5.289063
4425.904,5.302058
4427.833,5.318277
4429.761,5.332854
4431.689,5.342556
4433.618,5.356129
4435.546,5.370874
4437.475,5.385652
4439.403,5.400484
4441.332,5.41401
4443.26,5.432369
4445.189,5.454043
4447.117,5.473609
4449.046,5.495712
4450.975,5.520464
4452.903,5.544147
4454.832,5.561519
4456.76,5.585651
4458.688,5.607127
4460.617,5.623032
4462.545,5.63986
4464.474,5.659207
4466.402,5.675819
4468.331,5.690841
4470.259,5.70007
4472.188,5.707849
4474.116,5.720509
4476.045,5.739638
4477.974,5.758688
4479.902,5.777233
4481.831,5.799572
4483.759,5.824882
4485.688,5.849781
4487.616,5.868989
4489.544,5.891796
4491.473,5.91723
4493.401,5.93923
4495.33,5.961082
4497.258,5.982506
4499.187,6.005121
4501.115,6.025692
4503.044,6.043967
4504.972,6.066824
4506.901,6.094637
4508.83,6.116305
4510.758,6.140277
4512.687,6.164859
4514.615,6.183166
4516.543,6.201838
4518.472,6.226827
4520.4,6.250554
4522.329,6.271108
4524.257,6.288361
4526.186,6.307949
4528.114,6.329283
4530.043,6.350297
4531.971,6.368657
4533.9,6.390394
4535.828,6.415036
4537.757,6.438774
4539.686,6.463475
4541.614,6.485798
4543.542,6.509171
4545.471,6.533797
4547.399,6.555353
4549.328,6.57936
4551.256,6.604696
4553.185,6.63485
4555.113,6.660892
4557.042,6.68533
4558.97,6.71171
4560.899,6.740294
4562.827,6.765592
4564.756,6.790349
4566.685,6.809651
4568.613,6.827422
4570.542,6.847688
4572.47,6.870376
4574.398,6.890088
4576.327,6.907496
4578.255,6.921683
4580.184,6.931335
4582.112,6.947968
4584.041,6.963963
4585.969,6.976393
4587.898,6.984044
4589.826,6.993204
4591.755,7.004367
4593.683,7.015263
4595.612,7.021768
4597.54,7.024817
4599.469,7.029387
4601.397,7.034396
4603.326,7.041636
4605.254,7.051112
4607.183,7.063252
4609.111,7.072553
4611.04,7.083606
4612.968,7.094988
4614.897,7.103211
4616.825,7.112739
4618.754,7.125516
4620.682,7.135299
4622.611,7.148454
4624.539,7.160633
4626.468,7.170104
4628.396,7.177427
4630.325,7.185769
4632.253,7.191489
4634.182,7.195379
4636.11,7.199945
4638.039,7.203154
4639.967,7.205566
4641.896,7.210998
4643.824,7.211111
4645.753,7.214102
4647.681,7.214617
4649.61,7.212762
4651.538,7.204759
4653.467,7.193194
4655.396,7.178266
4657.324,7.159822
4659.252,7.136621
4661.181,7.115514
4663.109,7.090447
4665.038,7.070021
4666.966,7.05858
4668.895,7.06418
4670.823,7.083735
4672.752,7.109582
4674.68,7.135923
4676.609,7.170512
4678.537,7.208215
4680.466,7.23832
4682.394,7.263493
4684.323,7.283969
4686.251,7.297769
4688.18,7.307341
4690.108,7.315261
4692.037,7.321589
4693.965,7.324962
4695.894,7.329549
4697.822,7.327775
4699.751,7.327734
4701.679,7.326852
4703.608,7.321718
4705.536,7.316755
4707.465,7.306567
4709.393,7.297002
4711.322,7.285588
4713.25,7.273551
4715.179,7.260527
4717.107,7.248091
4719.036,7.239781
4720.964,7.235792
4722.893,7.226621
4724.821,7.218084
4726.75,7.214443
4728.678,7.209174
4730.606,7.206635
4732.535,7.204512
4734.464,7.204033
4736.392,7.205901
4738.321,7.206493
4740.249,7.205635
4742.178,7.201472
4744.106,7.198774
4746.035,7.193239
4747.963,7.183585
4749.892,7.178894
4751.82,7.174064
4753.749,7.168048
4755.677,7.159433
4757.605,7.149948
4759.534,7.143829
4761.463,7.132798
4763.391,7.118458
4765.32,7.102598
4767.248,7.082688
4769.177,7.062727
4771.105,7.043489
4773.034,7.023343
4774.962,7.002903
4776.891,6.990208
4778.819,6.977252
4780.748,6.969942
4782.676,6.966829
4784.604,6.966626
4786.533,6.965063
4788.462,6.961142
4790.39,6.956403
4792.319,6.952924
4794.247,6.949297
4796.176,6.944769
4798.104,6.935785
4800.033,6.928799
4801.961,6.919729
4803.89,6.907962
4805.818,6.898493
4807.747,6.887415
4809.675,6.871964
4811.604,6.854299
4813.532,6.840142
4815.46,6.824085
4817.389,6.806187
4819.317,6.792781
4821.246,6.780729
4823.175,6.766225
4825.103,6.756603
4827.032,6.751187
4828.96,6.739397
4830.889,6.728729
4832.817,6.719151
4834.746,6.708593
4836.674,6.69554
4838.603,6.679427
4840.531,6.662925
4842.459,6.646934
4844.388,6.628811
4846.316,6.610876
4848.245,6.589344
4850.174,6.571822
4852.102,6.555498
4854.031,6.539807
4855.959,6.525289
4857.888,6.513735
4859.816,6.50001
4861.745,6.487155
4863.673,6.476865
4865.602,6.469336
4867.53,6.462662
4869.458,6.460176
4871.387,6.462337
4873.315,6.4667
4875.244,6.475591
4877.172,6.484236
4879.101,6.490746
4881.03,6.496554
4882.958,6.506671
4884.887,6.514719
4886.815,6.520932
4888.744,6.530179
4890.672,6.542099
4892.601,6.548597
4894.529,6.556524
4896.458,6.561278
4898.386,6.567904
4900.314,6.576401
4902.243,6.580458
4904.171,6.586386
4906.1,6.593491
4908.028,6.598301
4909.957,6.602541
4911.886,6.60241
4913.814,6.601162
4915.743,6.602882
4917.671,6.602776
4919.6,6.600805
4921.528,6.598916
4923.457,6.598387
4925.385,6.597396
4927.313,6.597609
4929.242,6.597652
4931.17,6.598555
4933.099,6.598792
4935.027,6.599236
4936.956,6.599813
4938.885,6.59698
4940.813,6.592649
4942.742,6.58848
4944.67,6.581436
4946.599,6.568886
4948.527,6.548386
4950.456,6.523146
4952.384,6.49447
4954.313,6.458423
4956.241,6.419329
4958.169,6.381643
4960.098,6.348065
4962.026,6.322012
4963.955,6.313876
4965.883,6.322855
4967.812,6.341618
4969.74,6.361663
4971.669,6.378454
4973.598,6.390941
4975.526,6.404029
4977.455,6.41409
4979.383,6.422772
4981.312,6.436208
4983.24,6.449319
4985.168,6.464927
4987.097,6.481772
