Wavenumber,Intensity
3999.706,2.902155
4001.634,2.903868
4003.563,2.903225
4005.491,2.903295
4007.42,2.904153
4009.348,2.904935
4011.277,2.906766
4013.205,2.908759
4015.134,2.910849
4017.062,2.915553
4018.991,2.917206
4020.919,2.914982
4022.848,2.913939
4024.776,2.916503
4026.705,2.920917
4028.633,2.922592
4030.562,2.921129
4032.49,2.919694
4034.419,2.923918
4036.347,2.923984
4038.276,2.920865
4040.204,2.923735
4042.133,2.927984
4044.061,2.925514
4045.99,2.9245
4047.918,2.928025
4049.847,2.930041
4051.775,2.930077
4053.704,2.931853
4055.632,2.93219
4057.561,2.932778
4059.489,2.93365
4061.418,2.935017
4063.346,2.941909
4065.275,2.946026
4067.203,2.944146
4069.132,2.938318
4071.06,2.937343
4072.989,2.940702
4074.917,2.946061
4076.846,2.950787
4078.774,2.948726
4080.703,2.946637
4082.631,2.944179
4084.56,2.947778
4086.488,2.952598
4088.417,2.952494
4090.345,2.94999
4092.274,2.951428
4094.202,2.955084
4096.131,2.951288
4098.059,2.952583
4099.988,2.952367
4101.916,2.953015
4103.845,2.956496
4105.773,2.956255
4107.702,2.953099
4109.63,2.951559
4111.559,2.957136
4113.487,2.961414
4115.416,2.961035
4117.344,2.959384
4119.273,2.955799
4121.201,2.961378
4123.13,2.962863
4125.058,2.962004
4126.987,2.959067
4128.915,2.961111
4130.844,2.963485
4132.772,2.962499
4134.701,2.963866
4136.629,2.962597
4138.558,2.963791
4140.486,2.966207
4142.415,2.966842
4144.343,2.96614
4146.271,2.965938
4148.2,2.966376
4150.129,2.963393
4152.057,2.965421
4153.986,2.969266
4155.914,2.972584
4157.843,2.973531
4159.771,2.971223
4161.7,2.971775
4163.628,2.970542
4165.557,2.970484
4167.485,2.973187
4169.414,2.97417
4171.342,2.976682
4173.271,2.981735
4175.199,2.981325
4177.127,2.982715
4179.056,2.983945
4180.985,2.985137
4182.913,2.988553
4184.842,2.991811
4186.77,2.992487
4188.699,2.993573
4190.627,2.998653
4192.556,3.001453
4194.484,3.000197
4196.413,3.001472
4198.341,3.003788
4200.27,3.009834
4202.198,3.015136
4204.126,3.013715
4206.055,3.013038
4207.983,3.01684
4209.912,3.022118
4211.841,3.02719
4213.769,3.029318
4215.698,3.032874
4217.626,3.033038
4219.555,3.034359
4221.483,3.03544
4223.412,3.03596
4225.34,3.039154
4227.269,3.04127
4229.197,3.042829
4231.125,3.042873
4233.054,3.04609
4234.982,3.047317
4236.911,3.048049
4238.84,3.047231
4240.768,3.049879
4242.697,3.053359
4244.625,3.052541
4246.554,3.054263
4248.482,3.056564
4250.411,3.057919
