Wavenumber,Intensity
3999.706,2.888779
4001.634,2.889634
4003.563,2.887656
4005.491,2.893112
4007.42,2.896438
4009.348,2.894495
4011.277,2.895988
4013.205,2.893954
4015.134,2.889657
4017.062,2.892225
4018.991,2.898304
4020.919,2.897529
4022.848,2.89341
4024.776,2.893876
4026.705,2.89961
4028.633,2.900367
4030.562,2.897408
4032.49,2.899799
4034.419,2.90032
4036.347,2.898232
4038.276,2.893296
4040.204,2.892406
4042.133,2.893703
4044.061,2.891989
4045.99,2.887944
4047.918,2.886057
4049.847,2.886515
4051.775,2.886459
4053.704,2.884744
4055.632,2.883381
4057.561,2.877744
4059.489,2.876983
4061.418,2.881773
4063.346,2.888047
4065.275,2.893491
4067.203,2.894086
4069.132,2.889278
4071.06,2.888673
4072.989,2.892761
4074.917,2.90108
4076.846,2.904658
4078.774,2.903432
4080.703,2.905834
4082.631,2.907967
4084.56,2.911337
4086.488,2.916905
4088.417,2.918433
4090.345,2.91926
4092.274,2.922406
4094.202,2.926364
4096.131,2.923999
4098.059,2.921222
4099.988,2.917392
4101.916,2.916617
4103.845,2.922122
4105.773,2.921331
4107.702,2.918056
4109.63,2.916361
4111.559,2.915622
4113.487,2.917583
4115.416,2.917931
4117.344,2.913931
4119.273,2.910849
4121.201,2.91664
4123.13,2.923397
4125.058,2.927197
4126.987,2.922041
4128.915,2.920348
4130.844,2.923823
4132.772,2.924354
4134.701,2.920395
4136.629,2.924365
4138.558,2.924822
4140.486,2.927058
4142.415,2.928273
4144.343,2.927479
4146.271,2.926672
4148.2,2.926642
4150.129,2.925316
4152.057,2.925547
4153.986,2.925662
4155.914,2.924457
4157.843,2.921962
4159.771,2.92407
4161.7,2.926284
4163.628,2.925278
4165.557,2.926171
4167.485,2.928229
4169.414,2.928641
4171.342,2.928289
4173.271,2.931136
4175.199,2.933467
4177.127,2.937798
4179.056,2.941816
4180.985,2.942477
4182.913,2.946161
4184.842,2.946703
4186.77,2.945641
4188.699,2.944799
4190.627,2.95118
4192.556,2.958757
4194.484,2.958627
4196.413,2.957595
4198.341,2.960143
4200.27,2.961829
4202.198,2.962076
4204.126,2.963551
4206.055,2.966583
4207.983,2.971336
4209.912,2.975184
4211.841,2.974926
4213.769,2.973151
4215.698,2.975671
4217.626,2.977517
4219.555,2.979276
4221.483,2.979464
4223.412,2.98267
4225.34,2.985821
4227.269,2.987034
4229.197,2.987299
4231.125,2.982814
4233.054,2.982588
4234.982,2.982414
4236.911,2.983546
4238.84,2.985332
4240.768,2.986426
4242.697,2.985533
4244.625,2.98787
4246.554,2.987662
4248.482,2.990015
4250.411,2.994536
4252.339,2.995364
4254.268,2.996429
4256.196,3.005032
4258.125,3.007238
4260.053,3.007477
4261.981,3.009814
4263.91,3.015451
4265.838,3.018458
4267.767,3.016708
4269.696,3.017237
4271.624,3.019104
4273.553,3.018339
4275.481,3.018786
4277.41,3.020308
4279.338,3.022547
4281.267,3.021662
4283.195,3.020777
4285.124,3.021218
4287.052,3.023945
4288.98,3.026266
4290.909,3.027483
4292.837,3.028973
4294.766,3.027174
4296.694,3.023628
4298.623,3.022332
4300.552,3.01992
4302.48,3.017525
4304.409,3.01527
4306.337,3.015044
4308.266,3.01562
4310.194,3.016088
4312.123,3.017087
4314.051,3.017172
4315.979,3.015201
4317.908,3.018517
4319.836,3.017678
4321.765,3.016775
4323.693,3.016408
4325.622,3.016774
4327.551,3.01486
4329.479,3.016001
4331.408,3.018459
4333.336,3.021528
4335.265,3.022871
4337.193,3.024768
4339.122,3.028347
4341.05,3.033418
4342.979,3.039131
4344.907,3.042426
4346.835,3.049496
4348.764,3.057411
4350.692,3.06133
4352.621,3.059057
4354.549,3.064653
4356.478,3.065949
4358.407,3.064817
4360.335,3.06514
4362.264,3.063248
4364.192,3.064393
4366.121,3.06069
4368.049,3.059489
4369.978,3.057969
4371.906,3.056961
4373.834,3.05801
4375.763,3.055909
4377.691,3.052205
4379.62,3.051662
4381.548,3.053762
4383.477,3.054202
4385.405,3.048028
4387.334,3.041698
4389.263,3.041035
4391.191,3.042812
4393.12,3.042812
4395.048,3.044288
4396.977,3.046719
4398.905,3.047923
4400.833,3.052607
4402.762,3.059458
4404.69,3.063706
4406.619,3.067842
4408.547,3.070167
4410.476,3.073557
4412.404,3.079448
4414.333,3.091225
4416.262,3.103376
4418.19,3.111626
4420.119,3.12186
4422.047,3.140245
4423.976,3.163821
4425.904,3.188025
4427.833,3.214951
4429.761,3.24611
4431.689,3.281232
4433.618,3.323262
4435.546,3.371765
4437.475,3.419065
4439.403,3.465
4441.332,3.513819
4443.26,3.564256
4445.189,3.61094
4447.117,3.661092
4449.046,3.713247
4450.975,3.760512
4452.903,3.803399
4454.832,3.84616
4456.76,3.888101
4458.688,3.9245
4460.617,3.962993
4462.545,3.998568
4464.474,4.027314
4466.402,4.057346
4468.331,4.085255
4470.259,4.109789
4472.188,4.132167
4474.116,4.151437
4476.045,4.174808
4477.974,4.196595
4479.902,4.216946
4481.831,4.234727
4483.759,4.25408
4485.688,4.266236
4487.616,4.275995
4489.544,4.285058
4491.473,4.297191
4493.401,4.311407
4495.33,4.321113
4497.258,4.325974
4499.187,4.330933
4501.115,4.338232
4503.044,4.347913
4504.972,4.357704
4506.901,4.367703
4508.83,4.377179
4510.758,4.387162
4512.687,4.399479
4514.615,4.410336
4516.543,4.419872
4518.472,4.431454
4520.4,4.444987
4522.329,4.458385
4524.257,4.471277
4526.186,4.480865
4528.114,4.48944
4530.043,4.49979
4531.971,4.510474
4533.9,4.516556
4535.828,4.524286
4537.757,4.530328
4539.686,4.539286
4541.614,4.54535
4543.542,4.550229
4545.471,4.548491
4547.399,4.548348
4549.328,4.54941
4551.256,4.549126
4553.185,4.549716
4555.113,4.55015
4557.042,4.55035
4558.97,4.552378
4560.899,4.556723
4562.827,4.560121
4564.756,4.567533
4566.685,4.574617
4568.613,4.589508
4570.542,4.602803
4572.47,4.617764
4574.398,4.63784
4576.327,4.661172
4578.255,4.684396
4580.184,4.710568
4582.112,4.73898
4584.041,4.770671
4585.969,4.803928
4587.898,4.839014
4589.826,4.873967
4591.755,4.910306
4593.683,4.946371
4595.612,4.979253
4597.54,5.014509
4599.469,5.048369
4601.397,5.081098
4603.326,5.108892
4605.254,5.135195
4607.183,5.157986
4609.111,5.179311
4611.04,5.19923
4612.968,5.214826
4614.897,5.229589
4616.825,5.245534
4618.754,5.259694
4620.682,5.274926
4622.611,5.290581
4624.539,5.301164
4626.468,5.30993
4628.396,5.322822
4630.325,5.33313
4632.253,5.344055
4634.182,5.35692
4636.11,5.371685
4638.039,5.388811
4639.967,5.405563
4641.896,5.420056
4643.824,5.435573
4645.753,5.454701
4647.681,5.472518
4649.61,5.492081
4651.538,5.512079
4653.467,5.529628
4655.396,5.548498
4657.324,5.568296
4659.252,5.587989
4661.181,5.607296
4663.109,5.629573
4665.038,5.648731
4666.966,5.666211
4668.895,5.688448
4670.823,5.709681
4672.752,5.72575
4674.68,5.744772
4676.609,5.766109
4678.537,5.777947
4680.466,5.792158
4682.394,5.806256
4684.323,5.814577
4686.251,5.822831
4688.18,5.83325
4690.108,5.842808
4692.037,5.849092
4693.965,5.850822
