Wavenumber,Intensity
3999.706,2.942806
4001.634,2.941994
4003.563,2.941879
4005.491,2.940414
4007.42,2.943097
4009.348,2.947837
4011.277,2.944974
4013.205,2.941266
4015.134,2.939924
4017.062,2.944643
4018.991,2.947911
4020.919,2.950684
4022.848,2.951088
4024.776,2.95084
4026.705,2.955625
4028.633,2.95947
4030.562,2.954407
4032.49,2.955001
4034.419,2.959618
4036.347,2.956691
4038.276,2.954416
4040.204,2.95557
4042.133,2.959814
4044.061,2.964869
4045.99,2.965755
4047.918,2.964111
4049.847,2.96607
4051.775,2.966405
4053.704,2.965137
4055.632,2.968436
4057.561,2.967237
4059.489,2.96369
4061.418,2.967299
4063.346,2.973945
4065.275,2.973652
4067.203,2.971804
4069.132,2.975665
4071.06,2.977424
4072.989,2.976014
4074.917,2.976763
4076.846,2.979701
4078.774,2.980493
4080.703,2.978857
4082.631,2.976848
4084.56,2.975272
4086.488,2.976305
4088.417,2.977688
4090.345,2.976599
4092.274,2.978378
4094.202,2.979029
4096.131,2.978175
4098.059,2.980093
4099.988,2.983528
4101.916,2.988148
4103.845,2.989173
4105.773,2.986691
4107.702,2.98229
4109.63,2.986513
4111.559,2.989042
4113.487,2.984722
4115.416,2.986281
4117.344,2.991968
4119.273,2.992476
4121.201,2.989777
4123.13,2.989268
4125.058,2.98849
4126.987,2.992064
4128.915,2.993268
4130.844,2.991146
4132.772,2.991463
4134.701,2.99396
4136.629,2.99318
4138.558,2.990214
4140.486,2.991341
4142.415,2.995162
4144.343,2.995749
4146.271,2.99381
4148.2,2.996276
4150.129,2.99676
4152.057,2.99621
4153.986,2.996235
4155.914,2.999527
4157.843,2.999616
4159.771,2.996047
4161.7,2.997508
4163.628,3.00101
4165.557,3.002501
4167.485,3.004447
4169.414,3.00714
4171.342,3.011383
4173.271,3.009829
4175.199,3.008797
4177.127,3.015023
4179.056,3.016674
4180.985,3.01517
4182.913,3.013104
4184.842,3.013418
4186.77,3.015348
4188.699,3.019169
4190.627,3.019919
4192.556,3.021058
4194.484,3.030041
4196.413,3.035751
4198.341,3.031904
4200.27,3.034731
4202.198,3.039747
4204.126,3.04011
4206.055,3.039406
4207.983,3.043041
4209.912,3.048985
4211.841,3.04976
4213.769,3.049816
4215.698,3.053664
4217.626,3.058314
4219.555,3.060313
4221.483,3.059966
4223.412,3.058978
4225.34,3.059398
4227.269,3.061082
4229.197,3.066314
4231.125,3.068394
4233.054,3.066182
4234.982,3.068204
4236.911,3.074475
4238.84,3.075963
4240.768,3.071323
4242.697,3.071459
4244.625,3.070998
4246.554,3.070091
4248.482,3.068447
4250.411,3.068344
4252.339,3.069246
4254.268,3.071939
4256.196,3.074126
4258.125,3.075726
4260.053,3.080492
4261.981,3.084246
4263.91,3.086509
4265.838,3.089712
4267.767,3.093651
4269.696,3.092209
4271.624,3.090666
4273.553,3.094802
4275.481,3.096748
4277.41,3.097726
4279.338,3.101562
4281.267,3.10347
4283.195,3.105228
4285.124,3.103151
4287.052,3.099785
4288.98,3.101323
4290.909,3.105658
4292.837,3.107464
4294.766,3.107116
4296.694,3.108281
4298.623,3.108977
4300.552,3.110018
4302.48,3.109891
4304.409,3.109363
4306.337,3.106698
4308.266,3.106276
4310.194,3.106168
4312.123,3.1038
4314.051,3.101977
4315.979,3.100073
4317.908,3.097888
4319.836,3.094446
4321.765,3.091736
4323.693,3.091774
4325.622,3.094925
4327.551,3.095528
4329.479,3.095425
4331.408,3.095818
4333.336,3.096898
4335.265,3.100541
4337.193,3.103511
4339.122,3.104559
4341.05,3.10499
4342.979,3.103553
4344.907,3.105823
4346.835,3.104805
4348.764,3.10723
4350.692,3.111335
4352.621,3.113935
4354.549,3.115846
4356.478,3.115015
4358.407,3.114829
4360.335,3.116009
4362.264,3.11631
4364.192,3.114671
4366.121,3.116087
4368.049,3.123477
4369.978,3.124914
4371.906,3.125914
4373.834,3.126624
4375.763,3.126026
4377.691,3.123316
4379.62,3.123038
4381.548,3.128151
4383.477,3.129525
4385.405,3.127675
4387.334,3.128236
4389.263,3.130556
4391.191,3.133218
4393.12,3.13768
4395.048,3.14001
4396.977,3.139727
4398.905,3.142246
4400.833,3.145148
4402.762,3.150189
4404.69,3.157175
4406.619,3.164438
4408.547,3.172527
4410.476,3.178967
4412.404,3.184966
4414.333,3.192009
4416.262,3.196767
4418.19,3.204639
4420.119,3.212888
4422.047,3.222622
4423.976,3.233399
4425.904,3.241048
4427.833,3.251194
4429.761,3.261276
4431.689,3.268405
4433.618,3.277241
4435.546,3.28605
4437.475,3.2979
4439.403,3.310988
4441.332,3.322221
4443.26,3.33288
4445.189,3.343706
4447.117,3.352122
4449.046,3.363734
4450.975,3.380187
4452.903,3.394975
4454.832,3.404916
4456.76,3.417473
4458.688,3.429183
4460.617,3.443588
4462.545,3.454334
4464.474,3.464745
4466.402,3.480106
4468.331,3.493043
4470.259,3.501854
4472.188,3.512081
4474.116,3.524462
4476.045,3.540977
4477.974,3.551008
4479.902,3.560974
4481.831,3.574301
4483.759,3.588075
4485.688,3.601523
4487.616,3.609471
4489.544,3.62115
4491.473,3.636107
4493.401,3.648295
4495.33,3.662759
4497.258,3.674984
4499.187,3.687713
4501.115,3.702397
4503.044,3.713777
4504.972,3.726079
4506.901,3.74047
4508.83,3.754516
4510.758,3.768086
4512.687,3.783644
4514.615,3.796729
4516.543,3.810671
4518.472,3.828418
4520.4,3.843139
4522.329,3.854176
4524.257,3.866741
4526.186,3.879194
4528.114,3.894265
4530.043,3.909266
4531.971,3.919435
4533.9,3.934794
4535.828,3.950348
4537.757,3.968673
4539.686,3.985661
4541.614,3.99788
4543.542,4.012463
4545.471,4.031751
4547.399,4.04678
4549.328,4.063794
4551.256,4.078918
4553.185,4.093491
4555.113,4.1109
4557.042,4.130887
4558.97,4.14885
4560.899,4.162795
4562.827,4.179244
4564.756,4.19672
4566.685,4.20925
4568.613,4.221131
4570.542,4.235877
4572.47,4.25265
4574.398,4.265105
4576.327,4.27531
4578.255,4.285259
4580.184,4.291738
4582.112,4.30296
4584.041,4.31665
4585.969,4.327216
4587.898,4.333349
4589.826,4.34316
4591.755,4.354602
4593.683,4.366154
4595.612,4.37265
4597.54,4.378916
4599.469,4.3859
4601.397,4.39083
4603.326,4.394604
4605.254,4.399317
4607.183,4.406395
4609.111,4.414481
4611.04,4.424043
4612.968,4.429841
4614.897,4.432277
4616.825,4.437584
4618.754,4.446007
4620.682,4.45387
4622.611,4.462744
4624.539,4.469707
4626.468,4.476636
4628.396,4.485678
4630.325,4.492323
4632.253,4.492036
4634.182,4.494188
4636.11,4.497862
4638.039,4.50242
4639.967,4.50564
4641.896,4.510068
4643.824,4.510914
4645.753,4.509868
4647.681,4.509451
4649.61,4.507747
4651.538,4.503433
4653.467,4.49753
4655.396,4.490955
4657.324,4.479564
4659.252,4.464776
4661.181,4.453965
4663.109,4.442771
4665.038,4.432513
4666.966,4.432046
4668.895,4.439528
4670.823,4.450083
4672.752,4.462033
4674.68,4.478095
4676.609,4.499173
4678.537,4.519235
4680.466,4.533716
4682.394,4.545149
4684.323,4.557348
4686.251,4.565412
4688.18,4.57056
4690.108,4.57542
4692.037,4.580852
4693.965,4.582448
4695.894,4.584702
4697.822,4.584205
4699.751,4.58603
4701.679,4.587678
4703.608,4.587311
4705.536,4.588431
4707.465,4.586942
4709.393,4.582613
4711.322,4.579933
4713.25,4.57689
4715.179,4.572857
4717.107,4.567737
4719.036,4.560275
4720.964,4.552249
4722.893,4.543836
4724.821,4.538914
4726.75,4.532171
4728.678,4.524009
4730.606,4.519291
4732.535,4.513007
4734.464,4.510095
4736.392,4.50913
4738.321,4.506663
4740.249,4.503537
4742.178,4.500472
4744.106,4.497298
4746.035,4.490976
4747.963,4.483891
4749.892,4.478302
4751.82,4.474025
4753.749,4.470756
4755.677,4.468944
4757.605,4.464267
4759.534,4.455731
4761.463,4.447669
4763.391,4.439205
4765.32,4.432049
4767.248,4.423036
4769.177,4.410439
4771.105,4.397418
4773.034,4.386898
4774.962,4.376196
4776.891,4.366673
4778.819,4.362158
4780.748,4.35902
4782.676,4.356007
4784.604,4.352968
4786.533,4.350699
4788.462,4.347714
4790.39,4.343089
4792.319,4.339398
4794.247,4.338935
4796.176,4.335255
4798.104,4.326846
4800.033,4.32287
